0.672886,-2.2821,0.913858,0.647532,-2.24986,0.885558,0.686621,-2.21293,0.845095,0.785314,-2.27072,0.893206
0.672856,-2.28194,0.913821,0.647551,-2.24963,0.885554,0.686725,-2.21277,0.845,0.785289,-2.27073,0.893169
0.672857,-2.28174,0.913846,0.647702,-2.24943,0.885584,0.686785,-2.21262,0.845001,0.785303,-2.2707,0.893151
0.672913,-2.28167,0.913849,0.647747,-2.24937,0.88558,0.686841,-2.21256,0.844975,0.785347,-2.27066,0.893111
0.673032,-2.2818,0.91384,0.647748,-2.24946,0.885563,0.686948,-2.21266,0.844995,0.785482,-2.27077,0.893081
0.673113,-2.28185,0.91385,0.647913,-2.24967,0.885525,0.68711,-2.21283,0.84497,0.785663,-2.27097,0.89299
0.673327,-2.28214,0.913785,0.648115,-2.24998,0.885482,0.687332,-2.2131,0.845056,0.785898,-2.27119,0.89292
0.673558,-2.28242,0.913711,0.648455,-2.25027,0.885468,0.687507,-2.21328,0.845072,0.786119,-2.27134,0.892847
0.673796,-2.28259,0.913689,0.648637,-2.25039,0.885457,0.687679,-2.21336,0.845075,0.786353,-2.27143,0.89278
0.674018,-2.28267,0.913687,0.64884,-2.25043,0.885483,0.687981,-2.21345,0.845077,0.78657,-2.27153,0.892693
0.674211,-2.28273,0.913631,0.649052,-2.25047,0.88548,0.688094,-2.21342,0.845037,0.786772,-2.2716,0.892609
0.674436,-2.28288,0.913594,0.649158,-2.25058,0.885463,0.688287,-2.21354,0.845085,0.786973,-2.27168,0.89256
0.674642,-2.28303,0.913535,0.649321,-2.25075,0.885443,0.688416,-2.21363,0.845083,0.787151,-2.27173,0.892487
0.674817,-2.28319,0.913519,0.649457,-2.25088,0.885425,0.688518,-2.2137,0.845085,0.787298,-2.27179,0.892452
0.67492,-2.28327,0.913489,0.649556,-2.25097,0.885406,0.688601,-2.21374,0.845105,0.787385,-2.27185,0.892417
0.674918,-2.2833,0.913413,0.64957,-2.25101,0.885367,0.68861,-2.21375,0.845093,0.787401,-2.27188,0.892403
0.674868,-2.28335,0.913422,0.64949,-2.25107,0.885337,0.688521,-2.21377,0.845099,0.787328,-2.27184,0.892447
0.67467,-2.28333,0.913388,0.649325,-2.25106,0.885303,0.688398,-2.21373,0.84508,0.787184,-2.27176,0.892479
0.674391,-2.28326,0.913395,0.64907,-2.25099,0.885265,0.688194,-2.21368,0.845092,0.786933,-2.27165,0.892618
0.67405,-2.2831,0.913396,0.648674,-2.2508,0.885251,0.687805,-2.21352,0.845091,0.786602,-2.27147,0.892736
0.673625,-2.28287,0.913347,0.64847,-2.25067,0.885208,0.687439,-2.21336,0.845021,0.786197,-2.27119,0.892862
0.673264,-2.28264,0.913357,0.648003,-2.25044,0.885117,0.687169,-2.21318,0.844987,0.785842,-2.27098,0.892947
0.672978,-2.28241,0.913374,0.647801,-2.25018,0.885091,0.686985,-2.21294,0.844904,0.785561,-2.27098,0.892968
0.67278,-2.28239,0.913334,0.647661,-2.25015,0.885082,0.686875,-2.21294,0.844917,0.785373,-2.27105,0.892986
0.672647,-2.28255,0.913232,0.647556,-2.2503,0.884989,0.68677,-2.21307,0.844856,0.785266,-2.27115,0.89298
0.672679,-2.28282,0.913159,0.647589,-2.25052,0.884974,0.68683,-2.21331,0.844935,0.785289,-2.27137,0.892939
0.672776,-2.28312,0.913076,0.647608,-2.25074,0.88495,0.686839,-2.2135,0.844943,0.785332,-2.27153,0.892926
0.67281,-2.28326,0.913095,0.647619,-2.25087,0.884973,0.68683,-2.21362,0.844962,0.785375,-2.27162,0.892935
0.672763,-2.28324,0.913123,0.647644,-2.25086,0.88497,0.686858,-2.21363,0.844959,0.785388,-2.27168,0.892911
0.672777,-2.28319,0.913031,0.647604,-2.25079,0.884924,0.686857,-2.21355,0.844926,0.785348,-2.27169,0.892872
0.672741,-2.28317,0.913027,0.647595,-2.25074,0.88491,0.686846,-2.21354,0.844913,0.785323,-2.27171,0.892873
0.672745,-2.28311,0.913033,0.647611,-2.25069,0.88491,0.68689,-2.2135,0.84493,0.785322,-2.27173,0.892853
0.672761,-2.28312,0.913048,0.647631,-2.25071,0.884929,0.686907,-2.21349,0.84495,0.78535,-2.27172,0.892875
0.672787,-2.28313,0.913017,0.64763,-2.25073,0.884908,0.686906,-2.21349,0.844935,0.785379,-2.27169,0.892873
0.672824,-2.2831,0.913002,0.647672,-2.25068,0.884904,0.686935,-2.21345,0.844918,0.785387,-2.27166,0.892846
0.672844,-2.28304,0.913018,0.6477,-2.25063,0.88491,0.68699,-2.2134,0.844935,0.78542,-2.27166,0.892842
0.672836,-2.28298,0.913015,0.64769,-2.25058,0.884869,0.686994,-2.21336,0.84491,0.785414,-2.27159,0.892851
0.672843,-2.28295,0.913061,0.647703,-2.25056,0.884909,0.686983,-2.21335,0.844931,0.785409,-2.27154,0.892886
0.672818,-2.28289,0.913037,0.647688,-2.25048,0.884892,0.686975,-2.21328,0.844911,0.785404,-2.27152,0.892868
0.672795,-2.28287,0.913035,0.647664,-2.25047,0.884878,0.686933,-2.2132,0.844862,0.78537,-2.27151,0.892867
0.67276,-2.28286,0.913016,0.647649,-2.25047,0.884867,0.686957,-2.21325,0.844894,0.785346,-2.27149,0.892879
0.672755,-2.28289,0.913009,0.647642,-2.25049,0.884857,0.686949,-2.21326,0.844899,0.785339,-2.27153,0.892872
0.672769,-2.28298,0.912991,0.647646,-2.25057,0.884861,0.686945,-2.21332,0.844936,0.785332,-2.27157,0.892881
0.672765,-2.283,0.912956,0.647632,-2.25059,0.88483,0.686914,-2.2133,0.844894,0.785345,-2.27151,0.89287
0.672819,-2.28293,0.912998,0.647683,-2.25052,0.884855,0.68697,-2.21326,0.844917,0.785393,-2.27146,0.892861
0.672879,-2.2828,0.912991,0.647728,-2.25041,0.884856,0.687007,-2.21311,0.844843,0.785456,-2.27137,0.89285
0.672911,-2.28268,0.913068,0.647799,-2.25036,0.884866,0.687052,-2.21304,0.844855,0.785534,-2.27128,0.892839
0.673091,-2.28267,0.913063,0.647919,-2.25034,0.884893,0.68718,-2.213,0.84488,0.785696,-2.2712,0.892824
0.673371,-2.28259,0.913073,0.648127,-2.25029,0.884932,0.687367,-2.21292,0.84488,0.785953,-2.27108,0.892779
0.673763,-2.28261,0.913105,0.648634,-2.25032,0.885049,0.687692,-2.21296,0.844982,0.78635,-2.27101,0.892698
0.674199,-2.28269,0.913045,0.64902,-2.25041,0.885056,0.688015,-2.21298,0.844951,0.786776,-2.27094,0.892612
0.674609,-2.28281,0.913085,0.649272,-2.25056,0.885095,0.688279,-2.2131,0.844986,0.787159,-2.27095,0.89254
0.674942,-2.28295,0.913129,0.649527,-2.25069,0.885123,0.688477,-2.2132,0.845006,0.787443,-2.27099,0.892471
0.675132,-2.28306,0.913097,0.649684,-2.2508,0.88512,0.688604,-2.21326,0.845012,0.787602,-2.27108,0.892406
0.675195,-2.28319,0.913075,0.649768,-2.2509,0.885124,0.688689,-2.21335,0.845016,0.787653,-2.27127,0.892354
